id,username,firstname,lastname,user_id,university_id
0,InstituteOfChildEducationAnd2386,NULL,NULL,0,0
1,UniversidadReyJuanCarlosT1072,NULL,NULL,1,1
2,KuLeuvenFacultyOfTheology3532,NULL,NULL,2,2
3,TheOfHongKongFaculty3729,NULL,NULL,3,3
4,EcoleSupuerieureDePublicitue799,NULL,NULL,4,4
5,Silliman3002,NULL,NULL,5,5
6,OfSussex3714,NULL,NULL,6,6
7,NationalTechnologicalUniversidadTecnolufgicaNacional2439,NULL,NULL,7,7
8,OfVaasa1153,NULL,NULL,8,8
9,OfMiyazaki2443,NULL,NULL,9,9
10,CarlHLindnerCollegeOf205,NULL,NULL,10,10
11,SilesianSchoolOfBusinessAdministration1599,NULL,NULL,11,11
12,ElmsCollege2207,NULL,NULL,12,12
13,FloridaInternationalCollegeOfCommunication710,NULL,NULL,13,13
14,SanMateoCollegesOfSilicon4074,NULL,NULL,14,14
15,NationalIntelligence3893,NULL,NULL,15,15
16,TheOfNottinghamFacultyOf605,NULL,NULL,16,16
17,Clarke4112,NULL,NULL,17,17
18,KyrgyzNationalAgrarian1071,NULL,NULL,18,18
19,WycliffeCollege3391,NULL,NULL,19,19
20,HardinsimmonsCollegeOfHumanSciences2494,NULL,NULL,20,20
21,StPetersburgAcademicOfThe3802,NULL,NULL,21,21
22,MbpSchoolOfCoachesThe4172,NULL,NULL,22,22
23,ThomasJefferson545,NULL,NULL,23,23
24,CaliforniaStatePolytechnicPomonaThe4356,NULL,NULL,24,24
25,AllianceManchesterBusinessSchoolThe206,NULL,NULL,25,25
26,CampbellCollegeOfPharmacyAnd3240,NULL,NULL,26,26
27,Uniminuto4151,NULL,NULL,27,27
28,BayesBusinessSchoolFormelyCass1666,NULL,NULL,28,28
29,IscteUInstitutoUniversituerioDe1352,NULL,NULL,29,29
30,Hasselt737,NULL,NULL,30,30
31,Salem2447,NULL,NULL,31,31
32,OfSeoul680,NULL,NULL,32,32
33,LithuanianOfHealthSciences3231,NULL,NULL,33,33
34,RomeOfFineArtsRufa913,NULL,NULL,34,34
35,OfWisconsinplatteville2778,NULL,NULL,35,35
36,FachhochschuleDerWirtschaftFhdw488,NULL,NULL,36,36
37,FranciscoDeAsuedsInstituteInstituto2268,NULL,NULL,37,37
38,ArizonaStateCollegeOfIntegrative3022,NULL,NULL,38,38
39,EthZurichInstituteOfScience3108,NULL,NULL,39,39
40,ArkansasTech2573,NULL,NULL,40,40
41,PolytechnicInstituteOfCavadoAnd1834,NULL,NULL,41,41
42,EscpBusinessSchoolLondonCampus2660,NULL,NULL,42,42
43,UniversidadUniacc612,NULL,NULL,43,43
44,Gazi772,NULL,NULL,44,44
45,OfZadar3512,NULL,NULL,45,45
46,CentroUniversituerioUna368,NULL,NULL,46,46
47,BeijingInstituteOfTechnology1045,NULL,NULL,47,47
48,InstitutoPolituecnicoDeViseuU1004,NULL,NULL,48,48
49,UniversidadPolituecnicaDeGuanajuato2725,NULL,NULL,49,49
50,WingsWismar1757,NULL,NULL,50,50
51,SapienzaOfRome586,NULL,NULL,51,51
52,KodolanyiJanosKju1544,NULL,NULL,52,52
53,NationalOfSouthernPatagoniaUniversidad3028,NULL,NULL,53,53
54,OfNevadaLasVegasCollege3820,NULL,NULL,54,54
55,TheOfSouthernMississippiOnline2317,NULL,NULL,55,55
56,HfhFernhochschule1454,NULL,NULL,56,56
57,SetonHill2243,NULL,NULL,57,57
58,LincolnOfMissouriCollegeOf3059,NULL,NULL,58,58
59,OfNevadaLasVegasCollege2257,NULL,NULL,59,59
60,SyracuseIschool3564,NULL,NULL,60,60
61,OfTheSouthPacificUsp3855,NULL,NULL,61,61
62,OfTwente3869,NULL,NULL,62,62
63,OuluOfAppliedSciencesOamk2607,NULL,NULL,63,63
64,SaintJosephs149,NULL,NULL,64,64
65,CeiEscuelaDeDiseufoY550,NULL,NULL,65,65
66,Vietnamesegerman703,NULL,NULL,66,66
67,ExcellentiaFervicBusinessCollegeColegio3922,NULL,NULL,67,67
68,UnicocCollegesOfColombiaInstituciufn3296,NULL,NULL,68,68
69,AustralianNationalAnuCollegeOf2931,NULL,NULL,69,69
70,FloridaSouthernCollege2086,NULL,NULL,70,70
71,OfTennesseeHealthScienceCenter3175,NULL,NULL,71,71
72,CambridgeSchoolOfVisualPerforming879,NULL,NULL,72,72
73,CaliforniaOfPennsylvania4093,NULL,NULL,73,73
74,OfNewcastle1933,NULL,NULL,74,74
75,FederalOfGoiues2781,NULL,NULL,75,75
76,HftStuttgart4231,NULL,NULL,76,76
77,InternationalBlackSea1464,NULL,NULL,77,77
78,CollectiveAcademy1224,NULL,NULL,78,78
79,MoldovaOfEuropeanStudies2045,NULL,NULL,79,79
80,SouthernOregon2511,NULL,NULL,80,80
81,OklahomaStateCollegeOfHuman2289,NULL,NULL,81,81
82,EsscaSchoolOfManagementOnline1184,NULL,NULL,82,82
83,AmsterdamOfAppliedSciences1364,NULL,NULL,83,83
84,EsmodMoscow1826,NULL,NULL,84,84
85,Botho2356,NULL,NULL,85,85
86,SholokhovMoscowStateForThe974,NULL,NULL,86,86
87,OfCaliforniaDavisUcDavis1353,NULL,NULL,87,87
88,RegisTheCollegeForPublic3896,NULL,NULL,88,88
89,Nalanda555,NULL,NULL,89,89
90,KansasStateCarlRIce2949,NULL,NULL,90,90
91,OfMassachusettsAmherstIsenberg1230,NULL,NULL,91,91
92,OfNorthCarolinaCharlotteBelk1479,NULL,NULL,92,92
93,InternationalBaptistCollege2239,NULL,NULL,93,93
94,GrenobleEcoleDeManagement204,NULL,NULL,94,94
95,HtsiSchoolOfTourismAnd3959,NULL,NULL,95,95
96,TheGeorgeWashingtonSchoolOf2733,NULL,NULL,96,96
97,NationalInstituteForBioprocessingResearch2769,NULL,NULL,97,97
98,EuropeanMasterInRenewableEnergy2666,NULL,NULL,98,98
99,CoastalCarolinaECraigWall2067,NULL,NULL,99,99
100,Spalding2222,NULL,NULL,100,100
101,OfLjubljana364,NULL,NULL,101,101
102,IfaParis3065,NULL,NULL,102,102
103,AntwerpManagementSchool107,NULL,NULL,103,103
104,OfAlaskaAnchorage4138,NULL,NULL,104,104
105,OtsumaWomens3215,NULL,NULL,105,105
106,OfPatras2905,NULL,NULL,106,106
107,NakhchivanState581,NULL,NULL,107,107
108,MountVernonNazarene2366,NULL,NULL,108,108
109,CriswellCollege3484,NULL,NULL,109,109
110,OfFloridaCollegeOfEducation2252,NULL,NULL,110,110
111,Nishikyushu2419,NULL,NULL,111,111
112,AmericanCollegeDublin1548,NULL,NULL,112,112
113,Antioch2382,NULL,NULL,113,113
114,ScuolaItalianaDesignSid1767,NULL,NULL,114,114
115,AutonomousOfChiapas2063,NULL,NULL,115,115
116,Malone2385,NULL,NULL,116,116
117,InstitutoCientificoTecnicoYEducativo2625,NULL,NULL,117,117
118,FloridaStateCollegeOfEducation1938,NULL,NULL,118,118
119,Stafford291,NULL,NULL,119,119
120,BrazilUniversidadeBrasil3016,NULL,NULL,120,120
121,LuisGPaezColombianSchool3310,NULL,NULL,121,121
122,AntonBruckner4044,NULL,NULL,122,122
123,OfBolognaInBuenosAires3158,NULL,NULL,123,123
124,ZaytunaCollege3479,NULL,NULL,124,124
125,IedUIstitutoEuropeoDi1745,NULL,NULL,125,125
126,CesaCollegeOfHigherStudies1183,NULL,NULL,126,126
127,FurbOfBlumenau2927,NULL,NULL,127,127
128,NewMexicoHighlands1798,NULL,NULL,128,128
129,EcoleSupuerieureDesBeauxartsDe973,NULL,NULL,129,129
130,CentroDeEducaciufnSuperiorCunimad2526,NULL,NULL,130,130
131,LciBarcelona1779,NULL,NULL,131,131
132,UniversitarieCorporationUniremington1783,NULL,NULL,132,132
133,CollegeOfManagementEdukacja394,NULL,NULL,133,133
134,EsjLilleUccoleSupuerieureDe3606,NULL,NULL,134,134
135,OfStrathclydeFacultyOfHumanities2540,NULL,NULL,135,135
136,OfTrieste2923,NULL,NULL,136,136
137,CollegeCork300,NULL,NULL,137,137
138,NationalOfTierraDelFuego2391,NULL,NULL,138,138
139,MahatmaGandhiRwanda164,NULL,NULL,139,139
140,RensselaerPolytechnicInstitute735,NULL,NULL,140,140
141,WsgTheOfEconomyIn1556,NULL,NULL,141,141
142,RutgersBusinessSchoolAsiaPacific3936,NULL,NULL,142,142
143,ScotlandsRuralCollegeSruc850,NULL,NULL,143,143
144,LaSalleInternationalGraduateSchool1382,NULL,NULL,144,144
145,UniversidadNebrija1470,NULL,NULL,145,145
146,RoffeyParkInstitute3884,NULL,NULL,146,146
147,GeorgetownOnline1330,NULL,NULL,147,147
148,EuftvufsLoruend69,NULL,NULL,148,148
149,SouthBaylo3351,NULL,NULL,149,149
150,StanisuawStaszicStateOfApplied2174,NULL,NULL,150,150
151,EuropeanCyprus2280,NULL,NULL,151,151
152,SouthernUtah2458,NULL,NULL,152,152
153,AthensStateCollegeOfEducation2638,NULL,NULL,153,153
154,OfCaliforniaSantaCruzDivision3626,NULL,NULL,154,154
155,BerginOfCanineStudies3801,NULL,NULL,155,155
156,OfPiura1482,NULL,NULL,156,156
157,TheNucbBusinessSchool3853,NULL,NULL,157,157
158,CentreForResearchAndTechnological1634,NULL,NULL,158,158
159,UniversidadAutonomaDeChihuahua3805,NULL,NULL,159,159
160,ChangJungChristian1212,NULL,NULL,160,160
161,CairnSchoolOfDivinity3429,NULL,NULL,161,161
162,OfWroclaw65,NULL,NULL,162,162
163,AmsterdamInstituteOfTechnology4323,NULL,NULL,163,163
164,OfBirminghamCollegeOfEngineering1717,NULL,NULL,164,164
165,TouroWorldwide317,NULL,NULL,165,165
166,BowieState282,NULL,NULL,166,166
167,TecnolufgicoDeMonterreyItesm1312,NULL,NULL,167,167
168,GlasgowCaledonianTheSchoolOf1704,NULL,NULL,168,168
169,OfSouthernCaliforniaUscHerman3229,NULL,NULL,169,169
170,OfColoradoDenverCollegeOf2950,NULL,NULL,170,170
171,DavenportCollegeOfArtsAnd4245,NULL,NULL,171,171
172,Dti2043,NULL,NULL,172,172
173,SavannahState4017,NULL,NULL,173,173
174,SaginawValleyState3544,NULL,NULL,174,174
175,President4274,NULL,NULL,175,175
176,EdapEscuelaDeDirecciufnY3946,NULL,NULL,176,176
177,MiddleEastTechnical4135,NULL,NULL,177,177
178,MetfilmSchoolLondon3646,NULL,NULL,178,178
179,LuissGuidoCarliBusinessSchool1186,NULL,NULL,179,179
180,FortHaysStateGraduateSchool855,NULL,NULL,180,180
181,Staffordshire1008,NULL,NULL,181,181
182,OfNorthernColorado1885,NULL,NULL,182,182
183,MississippiCollege815,NULL,NULL,183,183
184,ArizonaStateMaryLouFulton2371,NULL,NULL,184,184
185,AutonomousOfCentralAmericaUniversidad405,NULL,NULL,185,185
186,ThomasCollege2547,NULL,NULL,186,186
187,ColoradoStateCollegeOfNatural2119,NULL,NULL,187,187
188,MckendreeSchoolOfEducation2287,NULL,NULL,188,188
189,MassachusettsCollegeOfLiberalArts103,NULL,NULL,189,189
190,TechnicalOfDenmark123,NULL,NULL,190,190
191,CentreForAppliedInnovationIn4239,NULL,NULL,191,191
192,OfNewHampshire268,NULL,NULL,192,192
193,PolitecnicoDiTorinoInteruniversityDepartment671,NULL,NULL,193,193
194,MinnesotaStateMankato636,NULL,NULL,194,194
195,OfSurrey190,NULL,NULL,195,195
196,EscClermontBusinessSchool1158,NULL,NULL,196,196
197,SouthernMethodistMeadowsSchoolsOf3982,NULL,NULL,197,197
198,SustainabilityManagementSchool3888,NULL,NULL,198,198
199,ViridisGraduateInstitute3001,NULL,NULL,199,199
200,MurrayStateCollegeOfEducation355,NULL,NULL,200,200
201,EsadeBusinessSchool1213,NULL,NULL,201,201
202,UniversidadTecnologicaDeMexicoUnitec352,NULL,NULL,202,202
203,TexasAmKingsvilleCollegeOf2647,NULL,NULL,203,203
204,OfHolguin2744,NULL,NULL,204,204
205,OfDenverJosefKorbelSchool1408,NULL,NULL,205,205
206,UniversidadAustral1845,NULL,NULL,206,206
207,VarnaFreeChernorizetsHrabar4293,NULL,NULL,207,207
208,OfBrescia2849,NULL,NULL,208,208
209,ChristianOfAppliedSciences2619,NULL,NULL,209,209
210,StateInstituteOfEconomicsFinance1131,NULL,NULL,210,210
211,MsuMoscowStateGraduateSchool1366,NULL,NULL,211,211
212,OfGeorgiaCollegeOfEngineering2811,NULL,NULL,212,212
213,EdnaManleyCollegeOfThe2624,NULL,NULL,213,213
214,OfWollongong2261,NULL,NULL,214,214
215,StateAcademicForTheHumanities1465,NULL,NULL,215,215
216,UniversidadAnaGMuendezDallas3324,NULL,NULL,216,216
217,Apollos3886,NULL,NULL,217,217
218,OfDefence4338,NULL,NULL,218,218
219,ManagementDevelopmentInstituteOfSingapore1494,NULL,NULL,219,219
220,InternationalAnticorruptionAcademyIaca3422,NULL,NULL,220,220
221,OfNewHampshirePeterT1960,NULL,NULL,221,221
222,OfPittsburghGraduateSchoolOf4116,NULL,NULL,222,222
223,OfAlabamaHuntsville3617,NULL,NULL,223,223
224,Danubius383,NULL,NULL,224,224
225,OfSuffolk800,NULL,NULL,225,225
226,EscuelaDeNegociosAltoNivel230,NULL,NULL,226,226
227,QueenslandOfTechnology1532,NULL,NULL,227,227
228,LouisianaCollege2233,NULL,NULL,228,228
229,WilliamSamson3414,NULL,NULL,229,229
230,Ubiquity3327,NULL,NULL,230,230
231,OfSaintJosephConnecticut3873,NULL,NULL,231,231
232,CaliforniaStateSanBernardinoCollege3133,NULL,NULL,232,232
233,OkinawaChristian3677,NULL,NULL,233,233
234,YmcaInstitute4182,NULL,NULL,234,234
235,LeMoyneCollege473,NULL,NULL,235,235
236,IscteExecutiveEducation3892,NULL,NULL,236,236
237,TheGraduateSchoolAtThe2706,NULL,NULL,237,237
238,ManipalAcademyOfHigherEducation2951,NULL,NULL,238,238
239,LuecoleTheEventThinkingSchool3895,NULL,NULL,239,239
240,TheSouthernBaptistTheologicalSeminary3400,NULL,NULL,240,240
241,Lacerba3978,NULL,NULL,241,241
242,EuropeanSchoolOfDataScience4217,NULL,NULL,242,242
243,TexasAmCollegeOfArchitecture666,NULL,NULL,243,243
244,BowieStateCollegeOfArts3901,NULL,NULL,244,244
245,Rikkyo3516,NULL,NULL,245,245
246,PolytechnicOfLeiria1144,NULL,NULL,246,246
247,NorthDakotaStateUDepartment1723,NULL,NULL,247,247
248,UczelniaJauskiego2543,NULL,NULL,248,248
249,FraunhoferAcademy2645,NULL,NULL,249,249
250,LomaLindaSchoolOfMedicine3181,NULL,NULL,250,250
251,TheBonchbruevichSaintpetersburgStateOf4201,NULL,NULL,251,251
252,LeoBaeckCollegeCentreFor2606,NULL,NULL,252,252
253,FloridaStateCollegeOfFine934,NULL,NULL,253,253
254,ArtsBournemouth723,NULL,NULL,254,254
255,TheOfQueensland1089,NULL,NULL,255,255
256,NorthernCollegeOfAcupuncture3143,NULL,NULL,256,256
257,OfOldenburg4141,NULL,NULL,257,257
258,WesternSydneySydneyCityCampus4269,NULL,NULL,258,258
259,AlYamamah428,NULL,NULL,259,259
260,OregonState2267,NULL,NULL,260,260
261,Tiffin976,NULL,NULL,261,261
262,IebsEscuelaDeNegociosDe950,NULL,NULL,262,262
263,RutgersNewBrunswickSchoolOf3370,NULL,NULL,263,263
264,UniversidadeLusuffonaDoPorto749,NULL,NULL,264,264
265,QubFacultyOfEngineeringAnd693,NULL,NULL,265,265
266,RafflesMilanoIstitutoModaE967,NULL,NULL,266,266
267,NationalOfEngineeringUniversidadNacional791,NULL,NULL,267,267
268,CollegeOfHospitalityManagementAnd3078,NULL,NULL,268,268
269,PamplinCollegeOfBusinessVirginia1571,NULL,NULL,269,269
270,OfTheCommonwealthCaribbeanUcc413,NULL,NULL,270,270
271,OfRhodeIslandGraduateSchool4010,NULL,NULL,271,271
272,StCloudStateHerbergerBusiness3268,NULL,NULL,272,272
273,DeggendorfInstituteOfTechnology3782,NULL,NULL,273,273
274,TechnicalOfAppliedSciencesWildau1060,NULL,NULL,274,274
275,FbaTheFootballBusinessAcademy4189,NULL,NULL,275,275
276,OfDubuque1035,NULL,NULL,276,276
277,KansasStateCollegeOfAgriculture1179,NULL,NULL,277,277
278,UptodateFashionAcademy1735,NULL,NULL,278,278
279,EkaterinburgStateTheatreInstitute1010,NULL,NULL,279,279
280,AmericanOfPuertoRico2614,NULL,NULL,280,280
281,SunyOldWestburySchoolOf1979,NULL,NULL,281,281
282,UpLevelSchoolOfManagement3663,NULL,NULL,282,282
283,UniversidadDeChileTheOf2795,NULL,NULL,283,283
284,TerrassaSchoolOfIndustrialAerospace1801,NULL,NULL,284,284
285,NewMexicoStateCollegeOf4136,NULL,NULL,285,285
286,Pyeongtaek483,NULL,NULL,286,286
287,BuckInstitute3210,NULL,NULL,287,287
288,LaidlawCollege3556,NULL,NULL,288,288
289,OfKentuckyOnline4092,NULL,NULL,289,289
290,TexasAmSchoolOfLaw3736,NULL,NULL,290,290
291,SyracuseCollegeOfArtsAnd3728,NULL,NULL,291,291
292,LondonSchoolOfDesignAnd1816,NULL,NULL,292,292
293,WesternOregon3509,NULL,NULL,293,293
294,UtpOfScienceAndTechnology4332,NULL,NULL,294,294
295,TheOfTexasAtSan510,NULL,NULL,295,295
296,OfManagementTisbi1110,NULL,NULL,296,296
297,UlsterOnline3142,NULL,NULL,297,297
298,ProtestantTheologicalInstituteOfClujnapoca3489,NULL,NULL,298,298
299,InstituteForChristianStudies2322,NULL,NULL,299,299
300,OfMilanDepartmentOfEnvironmental2052,NULL,NULL,300,300
301,OfHawaiiAtManoaSchool4015,NULL,NULL,301,301
302,InstitutSupuerieurDeMarketingDu1376,NULL,NULL,302,302
303,OfCincinnatiOnline2089,NULL,NULL,303,303
304,OfMissouriCollegeOfHuman3074,NULL,NULL,304,304
305,ColoradoTechnical439,NULL,NULL,305,305
306,OklahomaStateCollegeOfEducation1746,NULL,NULL,306,306
307,TechnicalOfMunichCampusStraubing2007,NULL,NULL,307,307
308,UniversidadAdventistaDelPlata3433,NULL,NULL,308,308
309,PsychologischeHochschuleBerlin4089,NULL,NULL,309,309
310,OfCharlestonSchoolOfBusiness4319,NULL,NULL,310,310
311,Liberty1691,NULL,NULL,311,311
312,MundiapolisOfCasablanca1126,NULL,NULL,312,312
313,OfLouisvilleCollegeOfBusiness1421,NULL,NULL,313,313
314,NortheasternIllinois365,NULL,NULL,314,314
315,PebbleHills3945,NULL,NULL,315,315
316,CampbellSchoolOfBusiness1659,NULL,NULL,316,316
317,UniversitatDeGirona2680,NULL,NULL,317,317
318,CharlesFacultyOfMathematicsAnd948,NULL,NULL,318,318
319,TuftsGraduateSchoolOfArts623,NULL,NULL,319,319
320,LubbockChristian2152,NULL,NULL,320,320
321,MarriottSchoolOfManagementBrigham1077,NULL,NULL,321,321
322,IstanbulMedeniyet3829,NULL,NULL,322,322
323,OfRhodeIslandCollegeOf2748,NULL,NULL,323,323
324,Dalarna1177,NULL,NULL,324,324
325,OfWisconsinmadison910,NULL,NULL,325,325
326,NationalFormosa2807,NULL,NULL,326,326
327,NewYorkNyuCollegeOf3559,NULL,NULL,327,327
328,TheOfTexasAtSan742,NULL,NULL,328,328
329,CampusStratinnov3927,NULL,NULL,329,329
330,UniversidadUcdtaca97,NULL,NULL,330,330
331,WarrenWilsonCollege1831,NULL,NULL,331,331
332,HongKongBaptistFacultyOf3594,NULL,NULL,332,332
333,UniversidadIberoamericanaLeufn507,NULL,NULL,333,333
334,OfNebraskaLincolnCollegeOf1570,NULL,NULL,334,334
335,Iade1762,NULL,NULL,335,335
336,OfCaliforniaBerkeley2972,NULL,NULL,336,336
337,Transworld3840,NULL,NULL,337,337
338,OfNottinghamFacultyOfScience2013,NULL,NULL,338,338
339,MarconiInternationalMiami2462,NULL,NULL,339,339
340,SchoolOfLifeSciencesFhnw2900,NULL,NULL,340,340
341,CentreForStudiesInStomatology3321,NULL,NULL,341,341
342,WsbInGdansk296,NULL,NULL,342,342
343,OfGuadalajara712,NULL,NULL,343,343
344,MississippiCollegeSchoolOfEducation435,NULL,NULL,344,344
345,NovosibirskStateNsu4025,NULL,NULL,345,345
346,OfTheAmericas3309,NULL,NULL,346,346
347,CollegeOfContemporaryMusicMusicians4047,NULL,NULL,347,347
348,AustralianNationalAnuLaw2127,NULL,NULL,348,348
349,MidSweden1143,NULL,NULL,349,349
350,SeattleCollegeOfEducation2445,NULL,NULL,350,350
351,TexasChristianCollegeOfFine4048,NULL,NULL,351,351
352,OfMontrealUniversitueDeMontrueal4145,NULL,NULL,352,352
353,QueenusOfBelfastUMedical3033,NULL,NULL,353,353
354,OfIllinoisAtUrbanachampaignCollege1546,NULL,NULL,354,354
355,PontificaComillasFacultyOfHuman3248,NULL,NULL,355,355
356,Nipissing2438,NULL,NULL,356,356
357,TheItalianChamberOfCommerce4354,NULL,NULL,357,357
358,InstituteOfTechnologySligo3830,NULL,NULL,358,358
359,IvanofrankivskNationalTechnicalOfOil2690,NULL,NULL,359,359
360,TobbEtudcOfEconomicsTechnology2783,NULL,NULL,360,360
361,KarolinskaInstitutet1096,NULL,NULL,361,361
362,OfTasmaniaCollegeOfArts3636,NULL,NULL,362,362
363,SlipperyRock2488,NULL,NULL,363,363
364,WilmingtonCollegeOfTechnology4232,NULL,NULL,364,364
365,EstpParisUccoleSpuecialeDes2792,NULL,NULL,365,365
366,ZurichOfTeacherEducation2564,NULL,NULL,366,366
367,PacificaGraduateInstitute3113,NULL,NULL,367,367
368,OfNebraskaLincolnCollegeOf3694,NULL,NULL,368,368
369,OfSzeged1401,NULL,NULL,369,369
370,ClaremontGraduate1966,NULL,NULL,370,370
371,OfCentralFloridaCollegeOf2613,NULL,NULL,371,371
372,NationalLouisCollegeOfEducation2546,NULL,NULL,372,372
373,Creekford4264,NULL,NULL,373,373
374,MarquetteCollegeOfEducation480,NULL,NULL,374,374
375,OfOsloFacultyOfHumanities3673,NULL,NULL,375,375
376,SaintMaryus2629,NULL,NULL,376,376
377,MaebashiInstituteOfTechnology676,NULL,NULL,377,377
378,UcdCollegeDublinOnline3054,NULL,NULL,378,378
379,OfArkansasLittleRock3887,NULL,NULL,379,379
380,OfTurku1577,NULL,NULL,380,380
381,Euroinnova1020,NULL,NULL,381,381
382,BsmEcoleDeCommerce492,NULL,NULL,382,382
383,NewJerseyInstituteOfTechnology694,NULL,NULL,383,383
384,FederalDeViueosaUfv701,NULL,NULL,384,384
385,Emotion1737,NULL,NULL,385,385
386,SitGraduateInstitute2307,NULL,NULL,386,386
387,AtlanticInternationalMastersPrograms94,NULL,NULL,387,387
388,BerkeleyCollegeOnline525,NULL,NULL,388,388
389,GratzCollege3537,NULL,NULL,389,389
390,IbsInternationalBusinessSchoolLjubljana1185,NULL,NULL,390,390
391,NetherlandsMaritime185,NULL,NULL,391,391
392,Hungkuang3308,NULL,NULL,392,392
393,FacultyOfEducationOfOntario2399,NULL,NULL,393,393
394,UniversitasSyiahKuala3937,NULL,NULL,394,394
395,WentworthInstituteWin1984,NULL,NULL,395,395
396,OfPlymouth243,NULL,NULL,396,396
397,TuftsSchoolOfEngineering2729,NULL,NULL,397,397
398,MinnesotaStateMankatoCollegeOf1000,NULL,NULL,398,398
399,IndonesiaInternationalInstituteForLife1281,NULL,NULL,399,399
400,UniversidadCeuCardenalHerrera1791,NULL,NULL,400,400
401,Udrebro665,NULL,NULL,401,401
402,KazakhNationalWomenusTeacherTraining2364,NULL,NULL,402,402
403,MaranathaBaptist61,NULL,NULL,403,403
404,MillenniumCityAcademy403,NULL,NULL,404,404
405,RussianStateSocial890,NULL,NULL,405,405
406,AdvenioEacademy1287,NULL,NULL,406,406
407,OfTaipei2575,NULL,NULL,407,407
408,HokuseiGakuen2129,NULL,NULL,408,408
409,IcnBusinessSchool1142,NULL,NULL,409,409
410,Ceunico1910,NULL,NULL,410,410
411,Perdana3850,NULL,NULL,411,411
412,StanfordSchoolOfEngineering1039,NULL,NULL,412,412
413,CarlosACarrilloInstituteOf2332,NULL,NULL,413,413
414,AcademiaDeStudiiEconomiceDin2128,NULL,NULL,414,414
415,Inrs4008,NULL,NULL,415,415
416,NortheastTexasCommunityCollege3332,NULL,NULL,416,416
417,FloridaStateDepartmentOfFamily3280,NULL,NULL,417,417
418,OfPavia1201,NULL,NULL,418,418
419,AinShams718,NULL,NULL,419,419
420,UniversidadDaVinciDeGuatemala1623,NULL,NULL,420,420
421,BotswanaInternationalOfScienceAnd2118,NULL,NULL,421,421
422,MoscowArchitecturalInstitute740,NULL,NULL,422,422
423,Mindmetriks3686,NULL,NULL,423,423
424,OfPittsburghSchoolOfSocial4109,NULL,NULL,424,424
425,OfPortlandPamplinSchoolOf95,NULL,NULL,425,425
426,Muscat247,NULL,NULL,426,426
427,SouthwestMinnesotaState2353,NULL,NULL,427,427
428,ToulouseJeanJaurues1001,NULL,NULL,428,428
429,TheOfTexasAtSan2059,NULL,NULL,429,429
430,UniversidadDeLaDefensaNacional3062,NULL,NULL,430,430
431,StJohnsOnline3470,NULL,NULL,431,431
432,OfWarsaw3807,NULL,NULL,432,432
433,KingsCollegeLondonOnline2093,NULL,NULL,433,433
434,CoxSchoolOfBusinessSouthern957,NULL,NULL,434,434
435,InternationalHellenicIhu1573,NULL,NULL,435,435
436,Linkufping375,NULL,NULL,436,436
437,Langston1165,NULL,NULL,437,437
438,OfPardubice126,NULL,NULL,438,438
