field,name,university,duration,url,language,city,country,mode,deadline,pace,tution_amount,tution_currency
Art-Studies,Online Masters Degree in Illustration,Flexible Learning with Falmouth University,2 years,https://info.flexible.falmouth.ac.uk/ma-illustration?utm_campaign=EduPortals&utm_source=Master%20Studies&utm_medium=CourseProfile&utm_term=CTA&utm_content=Illustration,"[""English""]",Falmouth,United Kingdom,"[""Online""]",null,"[""Part-time""]",11300,GBP
Art-Studies,Master of Fine Arts in Visual Art,Mississippi College,null,null,"[""English""]",Clinton,USA,[],null,[],null,null
Art-Studies,Master in Performance,\u00d8stfold University College,null,null,"[""English""]",Halden,Norway,"[""Campus""]",null,[],null,null
Art-Studies,Master of Graphic and Web Design,CEI Escuela de Dise\u00f1o y Marketing,7&nbsp;-&nbsp;12 months,null,"[""Spanish""]",Madrid,Spain,"[""Campus"",""Online""]",null,"[""Full-time"",""Part-time""]",3100,EUR
Art-Studies,Master of Exhibitions and Curatorial Studies,IED \u2013 Istituto Europeo di Design Madrid,9 months,null,"[""English""]",Madrid,Spain,"[""Campus""]","""08 Aug 2022""","[""Part-time""]",14400,EUR
Art-Studies,Photography Arts MA,University of Westminster,1 year,https://www.westminster.ac.uk/photography-arts-ma?utm_source=keystone&utm_medium=directory&utm_campaign=2020_profiles_ks_dy_b1_dcdi_art_photography_arts_ma,"[""English""]",London,United Kingdom,"[""Campus""]",null,"[""Full-time""]",16500,GBP
Art-Studies,MA/MFA in Fine Art,Manchester Metropolitan University,1&nbsp;-&nbsp;4 years,null,"[""English""]",Manchester,United Kingdom,"[""Campus""]",null,"[""Full-time"",""Part-time""]",2917,GBP
Art-Studies,Master in Illustration and Concept-Art,Universal Arts School,2 years,null,"[""English"",""Spanish""]",Los Angeles,USA,"[""Campus"",""Online""]",null,"[""Full-time""]",null,null
Art-Studies,Master of Arts in Fashion Film & Photography,Paris College of Art,1 year,null,"[""English""]",Paris,France,"[""Campus""]",null,"[""Full-time""]",28400,EUR
Art-Studies,MFA in Sculpture,Boston University Wheelock College of Education & Human Development,0&nbsp;-&nbsp;4 semesters,null,"[""English""]",Brookline,USA,"[""Campus""]",null,"[""Full-time""]",null,null
Art-Studies,"Fine Arts, Master",Karelian State Pedagogical University,5&nbsp;-&nbsp;6 years,null,"[""Russian""]",Petrozavodsk,Russia,"[""Campus""]",null,"[""Full-time"",""Part-time""]",null,null
Art-Studies,Master of Science in Mobile Gaming,Full Sail University,12 months,null,"[""English""]",Winter Park,USA,"[""Online""]",null,"[""Full-time"",""Part-time""]",861,USD
Art-Studies,Master in Fashion Direction: Brand & Lifestyle Management,Milano Fashion Institute,1 year,null,"[""English""]",Milan,Italy,"[""Online & Campus Combined"",""Campus"",""Online""]","""30 Nov 2021""","[""Full-time""]",16000,EUR
Art-Studies,Master in Museum and Gallery Studies,University of St Andrews,1&nbsp;-&nbsp;2 years,null,"[""English""]",Saint Andrews,United Kingdom,"[""Campus""]",null,"[""Full-time"",""Part-time""]",9900,GBP
Art-Studies,Master advanced photography and digital retouching,Idep Barcelona,1 year,null,"[""Spanish""]",Barcelona,Spain,"[""Campus""]",null,"[""Full-time""]",null,null
Art-Studies,MA in History and Museum Studies,Tufts University - Graduate School of Arts and Sciences,2 years,null,"[""English""]",Medford,USA,"[""Campus""]",null,"[""Full-time""]",54196,USD
Art-Studies,Master of Fine Arts,Southwest University of Visual Arts,null,null,"[""English""]",Tucson,USA,[],null,[],null,null
Art-Studies,MA Animation,University of Hertfordshire,1&nbsp;-&nbsp;2 years,null,"[""English""]",Hatfield,United Kingdom,"[""Campus""]",null,"[""Full-time"",""Part-time""]",13950,GBP
Art-Studies,MFA in Fine Arts,Lund University,2 years,null,"[""English""]",Malmö,Sweden,"[""Campus""]",null,"[""Full-time""]",null,null
Art-Studies,M.A. in Art & Museum Studies,Georgetown University - Graduate School of Arts & Sciences,12 months,null,"[""English""]",Washington,USA,"[""Campus""]",null,"[""Full-time""]",2139,USD
Art-Studies,Contemporary theatre and conceptual art,Russian State Institute of Performing Arts,0&nbsp;-&nbsp;2 years,null,"[""Russian"",""Swedish"",""English""]",Saint Petersburg,Russia,"[""Campus""]",null,"[""Full-time""]",null,null
Art-Studies,MFA in Film and Media Art,Emerson College,2&nbsp;-&nbsp;3 years,null,"[""English""]",Boston,USA,"[""Campus""]","""01 Feb 2022""","[""Full-time"",""Part-time""]",1322,USD
Art-Studies,MFA in Creative Writing,Emerson College,3&nbsp;-&nbsp;6 years,null,"[""English""]",Boston,USA,"[""Campus""]","""01 Feb 2022""","[""Full-time"",""Part-time""]",1322,USD
Art-Studies,Masters - in Craft Media,Alberta University of the Arts,null,null,"[""English (Canada)""]",Calgary,Canada,"[""Campus""]",null,[],null,null
Art-Studies,MA in Rare Books and Digital Humanities,University Bourgogne Franche-Comt\u00e9 (UBFC),2 years,mailto:rudy.chaulet@univ-fcomte.fr,"[""English"",""French""]",Besançon,France,"[""Campus""]","""20 Jun 2022""","[""Full-time""]",243,EUR
Art-Studies,Master in Fine Arts,Zhengzhou University,null,null,"[""Chinese""]",Zhengzhou,China,"[""Campus""]",null,[],null,null
Art-Studies,"Master in STRUCTURES, CONSTRUCTION AND DESIGN IN WOOD",University Of The Basque Country,null,null,"[""Spanish (Spain)""]",Leioa,Spain,"[""Campus""]",null,[],null,null
Art-Studies,M.A. Computing and the Arts,SRH Hochschule der popul\u00e4ren K\u00fcnste (hdpk),4 semesters,null,"[""English""]",Berlin,Germany,"[""Campus""]",null,"[""Full-time""]",700,EUR
Art-Studies,MA Contemporary Art Practice,Royal College of Art,1 year,null,"[""English""]",London,United Kingdom,"[""Campus""]","""01 Dec 2021""","[""Full-time""]",null,null
Art-Studies,MASTER 2 Materials Science and Engineering - High performance ceramics,University Of Limoges,1 year,null,"[""French""]",Limoges,France,"[""Campus""]",null,"[""Full-time""]",null,null
Art-Studies,Postgraduate Program in Performing Arts,Federal University Of Ouro Preto - Universidade Federal de Ouro Preto,null,null,"[""Portuguese (Brazil)""]",Bauxita,Brazil,"[""Campus""]",null,[],null,null
Art-Studies,Mastère Spécialisé ® Manager in Energy Transition of Urban Systems,University of Technology Troyes - UTT,null,null,"[""French""]",Troyes,France,"[""Campus""]",null,"[""Full-time"",""Part-time""]",10500,EUR
Art-Studies,Master in Videogame Art,Universal Arts School,2 years,null,"[""English"",""Spanish""]",Los Angeles,USA,"[""Campus"",""Online""]",null,"[""Full-time""]",null,null
Art-Studies,MSc in Biodiversity and Conservation,Trinity College Dublin,1 year,null,"[""English""]",Dublin,Ireland,"[""Campus""]",null,"[""Full-time""]",7456,EUR
Art-Studies,MFA in Fine Arts in Artistic Research,Lund University,2 years,null,"[""English""]",Malmö,Sweden,"[""Campus""]",null,"[""Full-time""]",400000,SEK
Art-Studies,Master of Fine Arts,New York Academy of Art,2 years,null,"[""English""]",New York,USA,"[""Campus""]",null,"[""Full-time""]",40209,USD
Art-Studies,Master art and communication,Instituto Artes Visuales,12 months,null,"[""Spanish""]",Spain Online,Spain,"[""Online""]",null,"[""Full-time"",""Part-time""]",2850,EUR
Art-Studies,Master of Web Design,CEI Escuela de Dise\u00f1o y Marketing,7 months,null,"[""Spanish""]",Madrid,Spain,"[""Campus"",""Online""]",null,"[""Full-time"",""Part-time""]",3100,EUR
Art-Studies,MFA Design Program,University of Southern California USC Roski School of Art and Design,null,null,"[""English""]",South Los Angeles,USA,"[""Campus""]",null,[],null,null
Art-Studies,Master advertising photography and digital retouching,Idep Barcelona,1 year,null,"[""Spanish""]",Barcelona,Spain,"[""Campus""]",null,"[""Full-time""]",null,null
Art-Studies,MASTER OF FINE ARTS IN DESIGN AND TECHNOLOGY,Kent State University - College of the Arts,null,null,"[""English""]",Kent,USA,[],null,[],null,null
Art-Studies,Master in Restoration and Conservation,University of Dubrovnik,2 years,null,[],Dubrovnik,Croatia,"[""Campus""]",null,"[""Full-time""]",null,null
Art-Studies,MA in Museum Education,Tufts University - Graduate School of Arts and Sciences,2 years,null,"[""English""]",Medford,USA,"[""Campus""]",null,"[""Full-time"",""Part-time""]",54196,USD
Art-Studies,master in 3d animation,IDesigner School,null,null,"[""Spanish (Spain)""]",Barcelona,Spain,"[""Campus""]",null,[],null,null
Art-Studies,Master of Arts in New Media - Game Design and Production,Aalto University,2 years,null,"[""English"",""Finnish"",""Swedish""]",Espoo,Finland,"[""Campus""]",null,"[""Full-time""]",15000,EUR
Art-Studies,Master in Web and App Design: UX / UI,LABASAD - Barcelona School of Arts & Design,12 months,null,"[""Spanish (Spain)""]",Barcelona,Spain,"[""Campus"",""Online""]",null,"[""Full-time""]",4900,EUR
Art-Studies,MA In Art History and Curating,University of Birmingham - College of Arts and Law,1&nbsp;-&nbsp;2 years,null,"[""English""]",Birmingham,United Kingdom,"[""Campus""]",null,"[""Full-time"",""Part-time""]",9500,GBP
Art-Studies,Master of Fine Arts (MFA) in Photography,Academy of Art University,7 semesters,null,"[""English""]",San Francisco,USA,"[""Campus"",""Online""]",null,"[""Full-time""]",1137,USD
Art-Studies,Master in Design and Art Direction,ESDESIGN - Escuela Superior de Dise\u00f1o de Barcelona,12 months,null,"[""Spanish""]",Barcelona,Spain,"[""Online""]",null,"[""Full-time""]",5200,EUR
Art-Studies,Master of Arts in Architectural Conservation (MAArC),National University of Singapore,1 year,null,"[""English""]",Singapore,Singapore,"[""Campus""]","""15 Jan 2022""","[""Full-time""]",41000,SGD
Art-Studies,Master Design,Zurich University of the Arts,3 semesters,null,"[""German""]",Zürich,Switzerland,"[""Campus""]",null,"[""Full-time""]",720,CHF
Art-Studies,Master web design,Instituto Artes Visuales,12 months,null,"[""Spanish""]",Spain Online,Spain,"[""Online""]",null,"[""Full-time"",""Part-time""]",2327,EUR
Art-Studies,"Master design and production of costumes for the performing arts, cinema and TV",Idep Barcelona,1 year,null,"[""Spanish""]",Barcelona,Spain,"[""Campus""]",null,"[""Full-time""]",null,null
Art-Studies,Master of Applied Sciences to Cultural Heritage Materials and Sites,University of Padova,2 years,null,"[""English""]",Padua,Italy,"[""Campus""]",null,"[""Full-time""]",2529,EUR
Art-Studies,Master of Fine Art degree (MFA) in the Production,Shih Hsin University,null,null,"[""Chinese""]",Taipei,Taiwan,"[""Campus""]",null,[],null,null
Art-Studies,"Master in User Experience Design, Usability and Interfaces",Three Points Digital Business School,12 months,null,"[""Spanish""]",Spain Online,Spain,"[""Online""]",null,"[""Part-time""]",7500,EUR
Art-Studies,Master in Museology New Media and Museum Communication,International University of Languages and Media,1 semester,null,"[""English""]",Milan,Italy,"[""Online & Campus Combined"",""Campus"",""Online""]",null,"[""Part-time""]",4270,EUR
Art-Studies,M.A. Computing and the Arts,SRH Berlin University of Applied Sciences,4 semesters,null,"[""English""]",Berlin,Germany,"[""Campus""]",null,"[""Full-time""]",680,EUR
Art-Studies,MSc Wildlife and Conservation Management,Scotland's Rural College SRUC,null,null,"[""English (UK)""]",Aberdeen,United Kingdom,"[""Campus""]",null,[],null,null
Art-Studies,Master of Fine Arts in Visual Arts,"Florida International University College of Communication, Architecture + The Arts",null,null,"[""English""]",Miami,USA,[],null,[],null,null
Art-Studies,II Level Specialist Course in Art Direction and Copywriting,IUAD Accademia della Moda,2 years,null,"[""Italian""]",Naples,Italy,"[""Campus"",""Online""]",null,"[""Full-time""]",null,null
Art-Studies,MA in Art Research Collaboration,"Dun Laoghaire Institute of Art, Design and Technology [IADT]",2 years,null,[],Dublin,Ireland,"[""Campus""]",null,"[""Full-time""]",4500,EUR
Art-Studies,MSc in Classical Art & Archaeology,"The University of Edinburgh - The School of History, Classics & Archaeology",1&nbsp;-&nbsp;2 years,null,"[""English""]",Edinburgh,United Kingdom,"[""Campus""]",null,"[""Full-time"",""Part-time""]",10700,GBP
Art-Studies,Master styling and fashion communication,Idep Barcelona,1 year,null,"[""Spanish""]",Barcelona,Spain,"[""Campus""]",null,"[""Full-time""]",null,null
Art-Studies,Master Art Education in Curatorial Studies,Zurich University of the Arts,2 years,http://www.verso-verso.org,"[""English""]",Zürich,Switzerland,"[""Campus""]",null,"[""Full-time""]",720,CHF
Art-Studies,Animation theater (MA),"National University of Theatre and Film \""I.L. Caragiale\",null,null,"[""Rumenian""]",Bucharest,Romania,"[""Campus""]",null,[],null,null
Art-Studies,Master of Arts in Contemporary Art,USEK - Holy Spirit University of Kaslik,2 years,null,"[""English"",""French""]",Jounieh,Lebanon,"[""Online & Campus Combined"",""Campus"",""Online""]",null,"[""Full-time""]",13932,USD
Art-Studies,Master of Science in Game Design and Development,Rochester Institute of Technology (RIT),2 years,null,"[""English""]",Rochester,USA,"[""Campus""]",null,"[""Full-time""]",47522,USD
Art-Studies,MS in Surface Imaging,Thomas Jefferson University,1 year,null,"[""English""]",Philadelphia,USA,"[""Campus""]",null,"[""Full-time""]",38610,USD
Art-Studies,MA Arts and Culture,Leiden University,12&nbsp;-&nbsp;18 months,null,"[""English""]",Leiden,Netherlands,"[""Campus""]",null,"[""Full-time"",""Part-time""]",2209,EUR
Art-Studies,Master - advertising photography and fashion,Idep Barcelona,1 year,null,"[""Spanish""]",Barcelona,Spain,"[""Campus""]",null,"[""Full-time""]",null,null
Art-Studies,Master of Fine Arts,Fort Hays State University Graduate School,60 hours,null,[],Wichita,USA,"[""Campus""]",null,"[""Full-time"",""Part-time""]",8618,USD
Art-Studies,Master of Arts,The University of Waikato,12&nbsp;-&nbsp;18 months,null,"[""English""]",Hamilton,New Zealand,"[""Campus""]",null,"[""Full-time""]",null,null
Art-Studies,MA in Directing Animation,National Film and Television School,2 years,https://nfts.co.uk/fees-funding/funding-guide,"[""English""]",Beaconsfield,United Kingdom,"[""Campus""]",null,"[""Full-time""]",30000,GBP
Art-Studies,Master of Fine Arts,"School of The Museum of Fine Arts, Boston",2 years,null,"[""English""]",Boston,USA,"[""Campus""]",null,"[""Full-time""]",null,null
Art-Studies,Master's Degree in Art Education in Social and Cultural Institutions,Universidad Complutense de Madrid,2 semesters,https://www.ucm.es/med-art,"[""Spanish""]",Madrid,Spain,"[""Campus""]","""15 Feb 2022""","[""Full-time""]",45,EUR
Art-Studies,MA Fine Art,Norwich University of the Arts,1&nbsp;-&nbsp;2 years,null,"[""English""]",Norwich,United Kingdom,"[""Campus""]",null,"[""Full-time"",""Part-time""]",15900,GBP
Art-Studies,Master of Fine Arts in Fine Arts and Design - LIU Post,Long Island University,null,null,"[""English""]",Brookville,USA,"[""Campus""]",null,[],null,null
Art-Studies,MA in Graphic Design and Art Direction,Manchester Metropolitan University,1&nbsp;-&nbsp;3 years,null,"[""English""]",Manchester,United Kingdom,"[""Campus""]",null,"[""Full-time"",""Part-time""]",18500,GBP
Art-Studies,Master of Arts,San Francisco Art Institute,null,null,"[""English""]",San Francisco,USA,"[""Campus""]",null,[],null,null
Art-Studies,Master of Arts/Master of Fine Arts in Drawing,Paris College of Art,1&nbsp;-&nbsp;2 years,null,"[""English""]",Paris,France,"[""Campus""]",null,"[""Full-time""]",56800,EUR
Art-Studies,Postgraduate Program in Performing Arts,The Federal University of Sao Joao Del-Rei - Universidade Federal de S\u00e3o Jo\u00e3o del-Rei (UFSJ),null,null,"[""Portuguese (Brazil)""]",Fábricas,Brazil,"[""Campus""]",null,[],null,null
Art-Studies,Masters - art direction and graphic design,Idep Barcelona,1 year,null,"[""Spanish""]",Barcelona,Spain,"[""Campus""]",null,"[""Full-time""]",null,null
Art-Studies,MA Curator practice,Bergen Academy of Art and Design,null,null,[],Bergenhus,Norway,"[""Campus""]",null,[],null,null
Art-Studies,Master of Arts in Museum Studies,"Johns Hopkins University, Advanced Academic Programs",1&nbsp;-&nbsp;5 years,null,"[""English""]",Washington,USA,"[""Online""]",null,"[""Part-time""]",null,null
Art-Studies,Master of Fine Arts in Metals & Jewelry Design,Rochester Institute of Technology (RIT),2 years,null,"[""English""]",Rochester,USA,"[""Campus""]",null,"[""Full-time""]",47522,USD
Art-Studies,Master's Degree in Advanced Studies in Spanish Art History,Universidad Complutense de Madrid,2 semesters,https://www.ucm.es/master-arte-espanol,"[""Spanish""]",Madrid,Spain,"[""Campus""]","""15 Feb 2022""","[""Full-time"",""Part-time""]",45,EUR
Art-Studies,University Master's Degree in Artistic Production and Management,Universidad de Murcia,1 year,null,"[""Spanish""]",Murcia,Spain,"[""Campus""]",null,"[""Full-time""]",2280,EUR
Art-Studies,Master in Traditional Arts and Crafts,Korea National University Of Cultural Heritage,null,null,"[""Korean""]",Buyeo-gun,South Korea,"[""Campus""]",null,[],null,null
Art-Studies,M.A. in Studio Art,University of South Carolina,null,null,"[""English""]",Midtown - Downtown,USA,[],null,[],null,null
Art-Studies,Master in History of Art and Museum Studies,Paris-Sorbonne University Abu Dhabi,2 years,null,"[""English""]",Abu Dhabi,United Arab Emirates,"[""Campus""]",null,"[""Full-time""]",null,null
Art-Studies,Master in COLLECTION MANAGEMENT AND PREVENTIVE CONSERVATION,UTEC - Universidad de Ingenier\u00eda & Tecnolog\u00eda,null,null,"[""Spanish""]",Lima,Peru,"[""Campus""]",null,[],null,null
Art-Studies,ART HISTORY - M.A.,Kent State University - College of the Arts,null,null,"[""English""]",Kent,USA,[],null,[],null,null
Art-Studies,University Master's Degree in Conservation of Cultural Heritage,Universidad Complutense de Madrid,2 semesters,https://www.ucm.es/masterconservacion,"[""Spanish""]",Madrid,Spain,"[""Campus""]","""15 Feb 2022""","[""Full-time"",""Part-time""]",45,EUR
Art-Studies,"Interdisciplinary Master's in Art, Media and Design (MA, MDes and MFA)",OCAD University,2&nbsp;-&nbsp;3 years,null,"[""English""]",Toronto,Canada,"[""Campus""]",null,"[""Full-time"",""Part-time""]",null,null
Art-Studies,"MSc in Economics and Management in Arts, Culture, Media and Entertainment",University Bocconi,2 years,null,"[""English""]",Milan,Italy,"[""Campus""]",null,"[""Full-time""]",13474,EUR
Art-Studies,MA Responsible Arts Management and Cultural heritage,Franklin University Switzerland,12 months,null,"[""English""]",Sorengo,Switzerland,"[""Online & Campus Combined"",""Campus"",""Online""]",null,"[""Full-time""]",25000,CHF
Art-Studies,MA in Arts and Culture: Art History,University of Groningen,1 year,null,"[""English""]",Groningen,Netherlands,"[""Campus""]","""01 May 2022""","[""Full-time""]",2168,EUR
Art-Studies,Master of Fine Arts in Criticism & Curatorial Practice,OCAD University,2 years,null,"[""English""]",Toronto,Canada,"[""Campus""]",null,"[""Full-time""]",null,null
Art-Studies,Master of Fine Arts in Photography and Related Media,Rochester Institute of Technology (RIT),2 years,null,"[""English""]",Rochester,USA,"[""Campus""]",null,"[""Full-time""]",47522,USD
Art-Studies,"Master in Contemporary Art, Design and New Media Art Histories",OCAD University,2 years,null,"[""English""]",Toronto,Canada,"[""Campus""]",null,"[""Full-time""]",null,null
Art-Studies,Master of Arts Photography program,Photography Studies College,null,null,"[""English""]",South Melbourne,Australia,"[""Campus""]",null,[],null,null
Art-Studies,MA Program in Animal Behavior and Conservation,Hunter College,null,null,"[""English""]",New York,USA,[],null,[],null,null
Art-Studies,Praxis Master in Exhibition Studies,University of the Arts Helsinki,2 years,null,"[""English""]",Helsinki,Finland,"[""Campus""]",null,"[""Full-time""]",5000,EUR
Art-Studies,MSc in Game Development,University of Sk\u00f6vde,2 years,null,"[""English""]",Norrmalm,Sweden,"[""Campus""]","""17 Jan 2022""","[""Full-time""]",260000,SEK
Art-Studies,MA in Sculpture Department,Hungarian University Of Fine Arts,null,null,"[""English"",""Ungarian""]",Budapest,Hungary,[],null,[],null,null
Art-Studies,Master in Performing Public Space,Fontys University of Applied Sciences,12 months,null,"[""English""]",Tilburg,Netherlands,"[""Online & Campus Combined"",""Campus"",""Online""]",null,"[""Full-time""]",2168,EUR
Art-Studies,MA in Socially Engaged Art,Moore College of Art and Design,1&nbsp;-&nbsp;2 years,null,"[""English""]",Philadelphia,USA,"[""Campus""]",null,"[""Full-time""]",null,null
Art-Studies,MA in Animation,"Srishti Institute Of Art, Design And Technology",null,null,"[""English (UK)""]",Bengaluru,India,"[""Campus""]",null,[],null,null
Art-Studies,Master's Course in Fine Arts,Aichi Prefectural University Of Fine Arts And Music,null,null,"[""Japanese""]",Nagakute,Japan,"[""Campus""]",null,[],null,null
Art-Studies,Interuniversity Master in History of Contemporary Art and Visual Culture (jointly with UAM),Universidad Complutense de Madrid,2 semesters,https://www.ucm.es/arte-contemporaneo-y-culturavisual,"[""Spanish""]",Madrid,Spain,"[""Campus""]","""15 Feb 2022""","[""Full-time"",""Part-time""]",45,EUR
Art-Studies,Master of Fine Arts,Mimar Sinan G\u00fczel Sanatlar \u00dcniversitesi,null,null,"[""Turkish""]",Istanbul,Turkey,[],null,[],null,null
Art-Studies,Master in Creative Computing,University of Europe for Applied Sciences,1&nbsp;-&nbsp;2 years,null,"[""English""]",Potsdam,Germany,"[""Campus""]",null,"[""Full-time""]",13000,EUR
Art-Studies,MA Illustration,Ravensbourne University London,1 year,null,"[""English""]",Greenwich Peninsula,United Kingdom,"[""Campus""]",null,"[""Full-time""]",10400,GBP
Art-Studies,MA in Economics and Management of Arts and Cultural Activities,Ca' Foscari University of Venice,2 years,null,"[""English""]",Venice,Italy,"[""Campus""]","""03 May 2022""","[""Full-time""]",null,null
Art-Studies,"Museums, Galleries and Contemporary Culture MA",University of Westminster,1&nbsp;-&nbsp;2 years,https://www.westminster.ac.uk/museums-galleries-and-contemporary-culture-ma?utm_source=keystone&utm_medium=directory&utm_campaign=2020_profiles_ks_dy_b1_las_hum_museums_galleries_contemporary_culture_ma,"[""English""]",London,United Kingdom,"[""Campus""]",null,"[""Full-time"",""Part-time""]",14500,GBP
Art-Studies,Culture and Arts,Gyeongju University,null,null,"[""Korean""]",Gyeongju-si,South Korea,"[""Campus""]",null,[],null,null
Art-Studies,Master of Fine Arts in Ceramics,Rochester Institute of Technology (RIT),2 years,null,"[""English""]",Rochester,USA,"[""Campus""]",null,"[""Full-time""]",47522,USD
Art-Studies,MA Visual Communication: Illustration & Animation,Cambridge School of Visual & Performing Arts,1 year,null,"[""English""]",Cambridge,United Kingdom,"[""Campus""]",null,"[""Full-time""]",22920,GBP
Art-Studies,Graduate Program in Visual Arts,Universidade Federal de Pernambuco,null,null,"[""English"",""Spanish"",""Portuguese""]",Cidade Universitária,Brazil,[],null,[],null,null
Art-Studies,Game Art & Game Design,ArtFX,5 years,null,"[""English""]",Montpellier,France,"[""Campus""]",null,"[""Full-time""]",6900,EUR
Art-Studies,Master of Arts/Master of Fine Arts in Photography & Image-making,Paris College of Art,1&nbsp;-&nbsp;2 years,null,"[""English""]",Paris,France,"[""Campus""]",null,"[""Full-time""]",56800,EUR
Art-Studies,professional master cue - graphic design,Campus Universitario Europeo,6 months,null,[],A Coruña,Spain,"[""Online""]",null,"[""Full-time"",""Part-time""]",1695,EUR
Art-Studies,"Master in Arts and Culture Studies with a specialisation in Arts, Culture and Society","Erasmus School of History, Culture and Communication - Erasmus University Rotterdam",1&nbsp;-&nbsp;2 years,null,"[""English""]",Rotterdam,Netherlands,"[""Campus""]","""15 May 2022""","[""Full-time""]",2209,EUR
Art-Studies,Master of Fine Arts in Fine Arts Studio,Rochester Institute of Technology (RIT),2 years,null,"[""English""]",Rochester,USA,"[""Campus""]",null,"[""Full-time""]",47522,USD
Art-Studies,MFA in Performing Arts with Specialisation in Contemporary Performative Arts,"University of Gothenburg, Faculty of Fine, Applied and Performing Arts",null,null,"[""English""]",Gothenburg,Sweden,"[""Campus""]",null,[],null,null
Art-Studies,"Reconstruction and restoration of architectural heritage, Design and research of architectural monuments, master's degree",Tambov State Technical University,0&nbsp;-&nbsp;2 years,null,"[""Russian""]",Tambov,Russia,"[""Campus""]",null,"[""Full-time""]",null,null
Art-Studies,Graduate Minor in Arts Leadership and Business,University of New Mexico - College of Fine Arts,null,null,"[""English""]",Albuquerque,USA,[],null,[],null,null
Art-Studies,"Master illustration, motion graphics and 3d",Idep Barcelona,1 year,null,"[""Spanish""]",Barcelona,Spain,"[""Campus""]",null,"[""Full-time""]",null,null
Art-Studies,Master in Character Animation,Westbridge University,null,null,"[""Spanish (Mexican)""]",Mexico City,Mexico,"[""Online""]",null,[],null,null
Art-Studies,Master of South American Cinema,National University of Art Institute,null,null,"[""Spanish (Argentina)""]",1201,Argentina,"[""Campus""]",null,[],null,null
Art-Studies,Master in Arts and Society,Utrecht University,1 year,null,"[""English""]",Utrecht,Netherlands,"[""Campus""]",null,"[""Full-time"",""Part-time""]",2168,EUR
Art-Studies,Master of Arts in Digital Arts,University of Malta,1 year,null,"[""English""]",Valletta,Malta,"[""Campus""]",null,"[""Full-time"",""Part-time""]",400,EUR
Art-Studies,MA Game Design,University of Plymouth,1 year,null,"[""English""]",Plymouth,United Kingdom,"[""Online""]",null,"[""Full-time"",""Part-time""]",15700,GBP
Art-Studies,Online Master in Arts & Culture Management,Rome Business School,12 months,null,"[""English""]",Rome,Italy,"[""Online""]",null,"[""Part-time""]",5900,EUR
Art-Studies,Master of interior designer architect,Autograf,2 years,null,"[""French""]",Paris,France,"[""Campus""]",null,"[""Full-time""]",null,null
Art-Studies,Fine Art (M.F.A.),Indiana State University College of Arts and Sciences,null,null,"[""English""]",Terre Haute,USA,[],null,[],null,null
Art-Studies,MA in Art and Design Management,Budapest Metropolitan University,4 semesters,null,"[""English""]",Budapest,Hungary,"[""Campus""]","""15 Jul 2022""","[""Full-time""]",3600,EUR
Art-Studies,"Cultural studies, Management in the field of culture and art, master",Russian State Social University,0&nbsp;-&nbsp;30 months,null,"[""Russian""]",Moscow,Russia,"[""Campus""]",null,"[""Full-time""]",null,null
Art-Studies,MSc in Electronic Information Engineering,Trinity College Dublin,1 year,null,[],Dublin,Ireland,"[""Campus""]",null,"[""Full-time""]",7746,EUR
Art-Studies,Master of Expression and Arts,Daejin University,null,null,"[""Korean""]",Pocheon-si,South Korea,"[""Campus""]",null,[],null,null
Art-Studies,BSc + MSc In Painting,University of P\u00e9cs,5 years,null,"[""English""]",Pécs,Hungary,"[""Campus""]",null,"[""Full-time""]",3500,EUR
Art-Studies,Art Studio (M.A.),Indiana State University College of Arts and Sciences,null,null,"[""English""]",Terre Haute,USA,[],null,[],null,null
Art-Studies,Master in Innovation and Organization of Culture and the Arts,University of Bologna,2 years,https://www.unibo.it/en/university/covid-19-The-measures-adopted-by-the-University-of-Bologna/covid-misure-universita-di-bologna/?utm_source=Keystone&utm_campaign=Keystone&utm_medium=KeystoneListing,"[""English""]",Bologna,Italy,"[""Campus""]",null,"[""Full-time""]",null,null
Art-Studies,Master’s Degree in Painting,Okinawa Prefectural University Of Arts,null,null,"[""Japanese""]",Naha,Japan,"[""Campus""]",null,[],null,null
Art-Studies,Fine arts and Crafts,Keimyung University,null,null,"[""English"",""Chinese"",""Korean""]",Dalseo-gu,South Korea,[],null,[],null,null
Art-Studies,Master of Arts (MA) in Photography,University of Arts in Poznan,null,null,[],Poznań,Poland,"[""Campus""]",null,"[""Full-time""]",null,null
Art-Studies,Master in Artistic Direction,Institut International De La Communication Paris (IICP),1&nbsp;-&nbsp;2 years,null,"[""French""]",Paris,France,"[""Campus""]",null,"[""Full-time""]",null,null
Art-Studies,MA in Ceramic Design,University of P\u00e9cs,2 years,https://apply.pte.hu/enter/82,"[""English""]",Pécs,Hungary,"[""Campus""]",null,"[""Full-time""]",3500,EUR
Art-Studies,"Master of Music in Scoring for Film, Television, and Video Games",Berklee College of Music Valencia Campus,null,null,"[""English""]",Valencian Community,Spain,"[""Campus""]",null,[],null,null
Art-Studies,MSc in Management of Cultural and Artistic Activities,ESCP Business School,1 year,null,"[""English"",""French"",""Italian""]",Paris,France,"[""Campus""]",null,"[""Full-time""]",16350,EUR
Art-Studies,Art Therapy & Counseling Master's Program,Eastern Virginia Medical School,2 years,null,"[""English""]",Norfolk,USA,"[""Campus""]",null,"[""Full-time""]",null,null
